,id,nomeEleitoral,siglaPartido,UF,urlFoto,email,nomeCivil,escolaridade,ufNascimento,sexo
134,204427,Fernando Rodolfo,PHS,PE,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg,dep.fernandorodolfo@camara.leg.br,FERNANDO RODOLFO TENORIO DE VASCONCELOS,Superior,PE,M
135,204510,Franco Cartafina,PHS,MG,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg,dep.francocartafina@camara.leg.br,FRANCO CARTAFINA GOMES,Pós-Graduação,MG,M
136,115746,Gelson Azevedo,PHS,RJ,https://www.camara.leg.br/internet/deputado/bandep/115746.jpg,dep.gelsonazevedo@camara.leg.br,GELSON DE AZEVEDO ALMEIDA,Ensino Médio Incompleto,RJ,M
137,204564,Igor Kannário,PHS,BA,https://www.camara.leg.br/internet/deputado/bandep/204564.jpg,dep.igorkannario@camara.leg.br,ANDERSON MACHADO DE JESUS,Ensino Fundamental,BA,M
138,215043,Josivaldo JP,PHS,MA,https://www.camara.leg.br/internet/deputado/bandep/215043.jpg,dep.josivaldojp@camara.leg.br,JOSIVALDO DOS SANTOS MELO,Ensino Médio,PA,M
139,146788,Marcelo Aro,PHS,MG,https://www.camara.leg.br/internet/deputado/bandep/146788.jpg,dep.marceloaro@camara.leg.br,MARCELO GUILHERME DE ARO FERREIRA,Superior,MG,M
140,204554,Abílio Santana,PL,BA,https://www.camara.leg.br/internet/deputado/bandep/204554.jpg,dep.abiliosantana@camara.leg.br,JOSE ABILIO SILVA DE SANTANA,Superior Incompleto,BA,M
141,141372,Aelton Freitas,PL,MG,https://www.camara.leg.br/internet/deputado/bandep/141372.jpg,dep.aeltonfreitas@camara.leg.br,AELTON JOSÉ DE FREITAS,Superior,MG,M
142,178937,Altineu Côrtes,PL,RJ,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br,ALTINEU CÔRTES FREITAS COUTINHO,Ensino Médio,RJ,M
143,74052,Bosco Costa,PL,SE,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,dep.boscocosta@camara.leg.br,JOÃO BOSCO DA COSTA,Superior Incompleto,SE,M
144,178829,Capitão Augusto,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,dep.capitaoaugusto@camara.leg.br,JOSE AUGUSTO ROSA,Mestrado,SP,M
145,178924,Capitão Fábio Abreu,PL,PI,https://www.camara.leg.br/internet/deputado/bandep/178924.jpg,dep.capitaofabioabreu@camara.leg.br,FABIO ABREU COSTA,Pós-Graduação,CE,M
146,178928,Christiane de Souza Yared,PL,PR,https://www.camara.leg.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br,CHRISTIANE DE SOUZA YARED,Ensino Médio,PR,F
147,135054,Cristiano Vale,PL,PA,https://www.camara.leg.br/internet/deputado/bandep/135054.jpg,dep.cristianovale@camara.leg.br,CRISTIANO DUTRA VALE,Secundário,MG,M
148,204481,Dr. Jaziel,PL,CE,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg,dep.dr.jaziel@camara.leg.br,JAZIEL PEREIRA DE SOUSA,Superior,CE,M
149,141417,Edio Lopes,PL,RR,https://www.camara.leg.br/internet/deputado/bandep/141417.jpg,dep.ediolopes@camara.leg.br,ÉDIO VIEIRA LOPES,Superior Incompleto,SP,M
150,204427,Fernando Rodolfo,PL,PE,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg,dep.fernandorodolfo@camara.leg.br,FERNANDO RODOLFO TENORIO DE VASCONCELOS,Superior,PE,M
151,115746,Gelson Azevedo,PL,RJ,https://www.camara.leg.br/internet/deputado/bandep/115746.jpg,dep.gelsonazevedo@camara.leg.br,GELSON DE AZEVEDO ALMEIDA,Ensino Médio Incompleto,RJ,M
152,74383,Giacobo,PL,PR,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg,dep.giacobo@camara.leg.br,FERNANDO LÚCIO GIACOBO,Superior,PR,M
153,160673,Giovani Cherini,PL,RS,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg,dep.giovanicherini@camara.leg.br,GIOVANI CHERINI,Pós-Graduação,RS,M
154,141458,João Carlos Bacelar,PL,BA,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg,dep.joaocarlosbacelar@camara.leg.br,JOÃO CARLOS PAOLILO BACELAR FILHO,Pós-Graduação,BA,M
155,141459,João Maia,PL,RN,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg,dep.joaomaia@camara.leg.br,JOÃO DA SILVA MAIA,Superior,PB,M
156,218245,Jorielson,PL,AP,https://www.camara.leg.br/internet/deputado/bandep/218245.jpg,dep.jorielson@camara.leg.br,JORIELSON BRITO NASCIMENTO,Superior,AP,M
157,74554,José Rocha,PL,BA,https://www.camara.leg.br/internet/deputado/bandep/74554.jpg,dep.joserocha@camara.leg.br,JOSÉ ALVES ROCHA,Pós-Graduação,BA,M
158,204563,Josimar Maranhãozinho,PL,MA,https://www.camara.leg.br/internet/deputado/bandep/204563.jpg,dep.josimarmaranhaozinho@camara.leg.br,JOSIMAR CUNHA RODRIGUES,Superior,CE,M
159,204574,Junior Lourenço,PL,MA,https://www.camara.leg.br/internet/deputado/bandep/204574.jpg,dep.juniorlourenco@camara.leg.br,JOSE LOURENÇO BOMFIM JUNIOR,Superior,MA,M
160,204550,Júnior Mano,PL,CE,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg,dep.juniormano@camara.leg.br,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,Superior,CE,M
161,141478,Laerte Bessa,PL,DF,https://www.camara.leg.br/internet/deputado/bandep/141478.jpg,dep.laertebessa@camara.leg.br,LAERTE RODRIGUES DE BESSA,Pós-Graduação,GO,M
162,160534,Lauriete,PL,ES,https://www.camara.leg.br/internet/deputado/bandep/160534.jpg,dep.lauriete@camara.leg.br,LAURIETE RODRIGUES DE JESUS,Ensino Médio,ES,F
163,74585,Lincoln Portela,PL,MG,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg,dep.lincolnportela@camara.leg.br,LINCOLN DINIZ PORTELA,Superior,MG,M
164,204448,Luiz Antônio Corrêa,PL,RJ,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg,dep.luizantoniocorrea@camara.leg.br,LUIZ ANTONIO C. C. CORRÊA DA SILVA,Superior,RJ,M
165,204485,Luiz Carlos Motta,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg,dep.luizcarlosmotta@camara.leg.br,LUIZ CARLOS MOTTA,Superior,SP,M
166,162332,Luiz Nishimori,PL,PR,https://www.camara.leg.br/internet/deputado/bandep/162332.jpg,dep.luiznishimori@camara.leg.br,LUIZ HILOSHI NISHIMORI,Superior,PR,M
167,166402,Magda Mofatto,PL,GO,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg,dep.magdamofatto@camara.leg.br,MAGDA MOFATTO HON,Ensino Fundamental,SP,F
168,204556,Marcelo Ramos,PL,AM,https://www.camara.leg.br/internet/deputado/bandep/204556.jpg,dep.marceloramos@camara.leg.br,MARCELO RAMOS RODRIGUES,Superior,AM,M
169,178983,Marcio Alvino,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/178983.jpg,dep.marcioalvino@camara.leg.br,MARCIO LUIZ ALVINO DE SOUZA,Superior,SP,M
170,204432,Marina Santos,PL,PI,https://www.camara.leg.br/internet/deputado/bandep/204432.jpg,dep.marinasantos@camara.leg.br,MARINA SANTOS BATISTA DIAS,Superior,PI,F
171,178985,Miguel Lombardi,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/178985.jpg,dep.miguellombardi@camara.leg.br,MIGUEL LOMBARDI,Superior,SP,M
172,204570,Pastor Gil,PL,MA,https://www.camara.leg.br/internet/deputado/bandep/204570.jpg,dep.pastorgil@camara.leg.br,GILDENEMIR DE LIMA SOUSA,Superior,MA,M
173,160558,Paulo Freire Costa,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/160558.jpg,dep.paulofreirecosta@camara.leg.br,PAULO ROBERTO FREIRE DA COSTA,Superior,SP,M
174,204529,Policial Katia Sastre,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/204529.jpg,dep.policialkatiasastre@camara.leg.br,KATIA DA SILVA SASTRE,Pós-Graduação,SP,F
175,160601,Pr. Marco Feliciano,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/160601.jpg,dep.pr.marcofeliciano@camara.leg.br,MARCO ANTÔNIO FELICIANO,Superior,SP,M
176,204567,Raimundo Costa,PL,BA,https://www.camara.leg.br/internet/deputado/bandep/204567.jpg,dep.raimundocosta@camara.leg.br,RAIMUNDO MAGALHÃES COSTA,Superior,BA,M
177,178921,Sebastião Oliveira,PL,PE,https://www.camara.leg.br/internet/deputado/bandep/178921.jpg,dep.sebastiaooliveira@camara.leg.br,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,Superior,PE,M
178,204438,Sergio Toledo,PL,AL,https://www.camara.leg.br/internet/deputado/bandep/204438.jpg,dep.sergiotoledo@camara.leg.br,SERGIO TOLEDO DE ALBUQUERQUE,Superior,AL,M
179,178946,Soraya Santos,PL,RJ,https://www.camara.leg.br/internet/deputado/bandep/178946.jpg,dep.sorayasantos@camara.leg.br,SORAYA ALENCAR DOS SANTOS,Superior,RJ,F
180,160976,Tiririca,PL,SP,https://www.camara.leg.br/internet/deputado/bandep/160976.jpg,dep.tiririca@camara.leg.br,FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,Ensino Fundamental,CE,M
181,204385,Valdevan Noventa,PL,SE,https://www.camara.leg.br/internet/deputado/bandep/204385.jpg,dep.valdevannoventa@camara.leg.br,José Valdevan de Jesus Santos,Ensino Médio,SE,M
182,137070,Vicentinho Júnior,PL,TO,https://www.camara.leg.br/internet/deputado/bandep/137070.jpg,dep.vicentinhojunior@camara.leg.br,VICENTE ALVES DE OLIVEIRA JUNIOR,Superior Incompleto,GO,M
183,74043,Wellington Roberto,PL,PB,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg,dep.wellingtonroberto@camara.leg.br,JOSÉ WELLINGTON ROBERTO,Superior Incompleto,PB,M
184,204517,Zé Vitor,PL,MG,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg,dep.zevitor@camara.leg.br,JOSE VITOR DE RESENDE AGUIAR,Superior,MG,M
185,204570,Pastor Gil,PMN,MA,https://www.camara.leg.br/internet/deputado/bandep/204570.jpg,dep.pastorgil@camara.leg.br,GILDENEMIR DE LIMA SOUSA,Superior,MA,M
186,204517,Zé Vitor,PMN,MG,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg,dep.zevitor@camara.leg.br,JOSE VITOR DE RESENDE AGUIAR,Superior,MG,M
187,178881,Aluisio Mendes,PODE,MA,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,dep.aluisiomendes@camara.leg.br,ALUISIO GUIMARAES MENDES FILHO,Superior,MG,M
188,69871,Bacelar,PODE,BA,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg,dep.bacelar@camara.leg.br,JOAO CARLOS BACELAR BATISTA,Mestrado,BA,M
189,178929,Diego Garcia,PODE,PR,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg,dep.diegogarcia@camara.leg.br,DIEGO ALEXSANDER GONCALO PAULA GARCIA,Superior,PR,M
190,204508,Igor Timo,PODE,MG,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg,dep.igortimo@camara.leg.br,IGOR TARCIANO TIMO,Superior Incompleto,MG,M
191,204472,José Medeiros,PODE,MT,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg,dep.josemedeiros@camara.leg.br,JOSE ANTONIO DOS SANTOS MEDEIROS,Superior,RN,M
192,204391,José Nelto,PODE,GO,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg,dep.josenelto@camara.leg.br,JOSÉ NELTO LAGARES DAS MERCEZ,Superior,MG,M
193,215043,Josivaldo JP,PODE,MA,https://www.camara.leg.br/internet/deputado/bandep/215043.jpg,dep.josivaldojp@camara.leg.br,JOSIVALDO DOS SANTOS MELO,Ensino Médio,PA,M
194,204359,Léo Moraes,PODE,RO,https://www.camara.leg.br/internet/deputado/bandep/204359.jpg,dep.leomoraes@camara.leg.br,LEONARDO BARRETO DE MORAES,Mestrado Incompleto,PR,M
195,160601,Pr. Marco Feliciano,PODE,SP,https://www.camara.leg.br/internet/deputado/bandep/160601.jpg,dep.pr.marcofeliciano@camara.leg.br,MARCO ANTÔNIO FELICIANO,Superior,SP,M
196,178989,Renata Abreu,PODE,SP,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg,dep.renataabreu@camara.leg.br,RENATA HELLMEISTER DE ABREU,Superior,SP,F
197,178920,Ricardo Teobaldo,PODE,PE,https://www.camara.leg.br/internet/deputado/bandep/178920.jpg,dep.ricardoteobaldo@camara.leg.br,RICARDO TEOBALDO CAVALCANTI,Ensino Médio,PE,M
198,160653,Roberto de Lucena,PODE,SP,https://www.camara.leg.br/internet/deputado/bandep/160653.jpg,dep.robertodelucena@camara.leg.br,ROBERTO ALVES DE LUCENA,Superior,SP,M
199,204366,Rodrigo Coelho,PODE,SC,https://www.camara.leg.br/internet/deputado/bandep/204366.jpg,dep.rodrigocoelho@camara.leg.br,RODRIGO COELHO,Pós-Graduação,SC,M
200,121948,Adriano do Baldy,PP,GO,https://www.camara.leg.br/internet/deputado/bandep/121948.jpg,dep.adrianodobaldy@camara.leg.br,ADRIANO ANTÔNIO AVELAR,Superior Incompleto,GO,M
201,136811,Afonso Hamm,PP,RS,https://www.camara.leg.br/internet/deputado/bandep/136811.jpg,dep.afonsohamm@camara.leg.br,JOSÉ ALFONSO EBERT HAMM,Superior,RS,M
202,160527,Aguinaldo Ribeiro,PP,PB,https://www.camara.leg.br/internet/deputado/bandep/160527.jpg,dep.aguinaldoribeiro@camara.leg.br,AGUINALDO VELLOSO BORGES RIBEIRO,Pós-Graduação,PB,M
203,204549,AJ Albuquerque,PP,CE,https://www.camara.leg.br/internet/deputado/bandep/204549.jpg,dep.ajalbuquerque@camara.leg.br,ANTONIO JOSE AGUIAR ALBUQUERQUE,Superior,CE,M
204,178831,André Abdon,PP,AP,https://www.camara.leg.br/internet/deputado/bandep/178831.jpg,dep.andreabdon@camara.leg.br,ANDRE DOS SANTOS ABDON,Superior,PA,M
205,178882,André Fufuca,PP,MA,https://www.camara.leg.br/internet/deputado/bandep/178882.jpg,dep.andrefufuca@camara.leg.br,ANDRE LUIZ CARVALHO RIBEIRO,Superior,MA,M
206,73696,Angela Amin,PP,SC,https://www.camara.leg.br/internet/deputado/bandep/73696.jpg,dep.angelaamin@camara.leg.br,ANGELA REGINA HEINZEN AMIN HELOU,Doutorado,SC,F
207,160541,Arthur Lira,PP,AL,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg,dep.arthurlira@camara.leg.br,ARTHUR CÉSAR PEREIRA DE LIRA,Superior,AL,M
208,74090,Átila Lins,PP,AM,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg,dep.atilalins@camara.leg.br,ÁTILA SIDNEY LINS ALBUQUERQUE,Superior,AM,M
209,74459,Átila Lira,PP,PI,https://www.camara.leg.br/internet/deputado/bandep/74459.jpg,dep.atilalira@camara.leg.br,ÁTILA FREITAS LIRA,Pós-Graduação,PI,M
210,178948,Beto Rosado,PP,RN,https://www.camara.leg.br/internet/deputado/bandep/178948.jpg,dep.betorosado@camara.leg.br,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,Pós-Graduação,RN,M
211,93083,Cacá Leão,PP,BA,https://www.camara.leg.br/internet/deputado/bandep/93083.jpg,dep.cacaleao@camara.leg.br,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,Pós-Graduação,BA,M
212,204380,Celina Leão,PP,DF,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg,dep.celinaleao@camara.leg.br,CELINA LEAO HIZIM FERREIRA,Pós-Graduação,GO,F
213,204440,Christino Aureo,PP,RJ,https://www.camara.leg.br/internet/deputado/bandep/204440.jpg,dep.christinoaureo@camara.leg.br,CHRISTINO AUREO DA SILVA,Pós-Graduação,RJ,M
214,74537,Claudio Cajado,PP,BA,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg,dep.claudiocajado@camara.leg.br,CLÁUDIO CAJADO SAMPAIO,Superior,BA,M
215,178963,Covatti Filho,PP,RS,https://www.camara.leg.br/internet/deputado/bandep/178963.jpg,dep.covattifilho@camara.leg.br,LUIS ANTONIO FRANCISCATTO COVATTI,Superior,RS,M
216,160599,Dimas Fabiano,PP,MG,https://www.camara.leg.br/internet/deputado/bandep/160599.jpg,dep.dimasfabiano@camara.leg.br,DIMAS FABIANO TOLEDO JÚNIOR,Superior,RJ,M
217,204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg,dep.dr.luizantonioteixeirajr@camara.leg.br,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,Superior,RJ,M
218,141421,Eduardo da Fonte,PP,PE,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg,dep.eduardodafonte@camara.leg.br,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,Ensino Médio,PE,M
219,178871,Evair Vieira de Melo,PP,ES,https://www.camara.leg.br/internet/deputado/bandep/178871.jpg,dep.evairvieirademelo@camara.leg.br,EVAIR VIEIRA DE MELO,Pós-Graduação,ES,M
220,66828,Fausto Pinato,PP,SP,https://www.camara.leg.br/internet/deputado/bandep/66828.jpg,dep.faustopinato@camara.leg.br,FAUSTO RUY PINATO,Superior,SP,M
221,92699,Fernando Monteiro,PP,PE,https://www.camara.leg.br/internet/deputado/bandep/92699.jpg,dep.fernandomonteiro@camara.leg.br,FERNANDO MONTEIRO DE ALBUQUERQUE,Superior,PE,M
222,204510,Franco Cartafina,PP,MG,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg,dep.francocartafina@camara.leg.br,FRANCO CARTAFINA GOMES,Pós-Graduação,MG,M
223,204531,Guilherme Derrite,PP,SP,https://www.camara.leg.br/internet/deputado/bandep/204531.jpg,dep.guilhermederrite@camara.leg.br,GUILHERME MURARO DERRITE,Pós-Graduação,SP,M
224,160667,Guilherme Mussi,PP,SP,https://www.camara.leg.br/internet/deputado/bandep/160667.jpg,dep.guilhermemussi@camara.leg.br,GUILHERME MUSSI FERREIRA,Superior,PR,M
225,178959,Hiran Gonçalves,PP,RR,https://www.camara.leg.br/internet/deputado/bandep/178959.jpg,dep.hirangoncalves@camara.leg.br,HIRAN MANUEL GONCALVES DA SILVA,Superior,AM,M
226,67138,Iracema Portella,PP,PI,https://www.camara.leg.br/internet/deputado/bandep/67138.jpg,dep.iracemaportella@camara.leg.br,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,Superior,PI,F
227,108338,Jaqueline Cassol,PP,RO,https://www.camara.leg.br/internet/deputado/bandep/108338.jpg,dep.jaquelinecassol@camara.leg.br,DIRLAINE JAQUELINE CASSOL,Pós-Graduação,SC,F
228,160570,Jerônimo Goergen,PP,RS,https://www.camara.leg.br/internet/deputado/bandep/160570.jpg,dep.jeronimogoergen@camara.leg.br,JERÔNIMO PIZZOLOTTO GOERGEN,Superior,RS,M
229,74253,Julio Lopes,PP,RJ,https://www.camara.leg.br/internet/deputado/bandep/74253.jpg,dep.juliolopes@camara.leg.br,JULIO LUIZ BAPTISTA LOPES,Superior,RJ,M
230,151208,Laercio Oliveira,PP,SE,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg,dep.laerciooliveira@camara.leg.br,LAERCIO JOSÉ DE OLIVEIRA,Pós-Graduação,PE,M
231,146788,Marcelo Aro,PP,MG,https://www.camara.leg.br/internet/deputado/bandep/146788.jpg,dep.marceloaro@camara.leg.br,MARCELO GUILHERME DE ARO FERREIRA,Superior,MG,M
232,204430,Margarete Coelho,PP,PI,https://www.camara.leg.br/internet/deputado/bandep/204430.jpg,dep.margaretecoelho@camara.leg.br,MARGARETE DE CASTRO COELHO,Doutorado Incompleto,PI,F
233,178858,Mário Negromonte Jr.,PP,BA,https://www.camara.leg.br/internet/deputado/bandep/178858.jpg,dep.marionegromontejr@camara.leg.br,MARIO S. M. NEGROMONTE JR.,Superior,BA,M
234,146307,Neri Geller,PP,MT,https://www.camara.leg.br/internet/deputado/bandep/146307.jpg,dep.nerigeller@camara.leg.br,NERI GELLER,Secundário,RS,M
235,73463,Osmar Serraglio,PP,PR,https://www.camara.leg.br/internet/deputado/bandep/73463.jpg,dep.osmarserraglio@camara.leg.br,OSMAR JOSÉ SERRAGLIO,Mestrado,RS,M
236,204406,Pedro Westphalen,PP,RS,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg,dep.pedrowestphalen@camara.leg.br,PEDRO BANDARRA WESTPHALEN,Superior,RS,M
237,204524,Pinheirinho,PP,MG,https://www.camara.leg.br/internet/deputado/bandep/204524.jpg,dep.pinheirinho@camara.leg.br,ANTÔNIO PINHEIRO NETO,Superior,MG,M
238,204390,Professor Alcides,PP,GO,https://www.camara.leg.br/internet/deputado/bandep/204390.jpg,dep.professoralcides@camara.leg.br,ALCIDES RIBEIRO FILHO,Mestrado,BA,M
239,73788,Ricardo Barros,PP,PR,https://www.camara.leg.br/internet/deputado/bandep/73788.jpg,dep.ricardobarros@camara.leg.br,RICARDO JOSÉ MAGALHÃES BARROS,Superior,PR,M
240,160655,Ricardo Izar,PP,SP,https://www.camara.leg.br/internet/deputado/bandep/160655.jpg,dep.ricardoizar@camara.leg.br,RICARDO IZAR JUNIOR,Superior,SP,M
241,178861,Ronaldo Carletto,PP,BA,https://www.camara.leg.br/internet/deputado/bandep/178861.jpg,dep.ronaldocarletto@camara.leg.br,RONALDO CARLETTO,Ensino Médio,ES,M
242,178863,Uldurico Junior,PPL,BA,https://www.camara.leg.br/internet/deputado/bandep/178863.jpg,dep.ulduricojunior@camara.leg.br,ULDURICO ALENCAR PINTO,Superior,DF,M
243,178972,Alex Manente,PPS,SP,https://www.camara.leg.br/internet/deputado/bandep/178972.jpg,dep.alexmanente@camara.leg.br,ALEX SPINELLI MANENTE,Superior,SP,M
244,141391,Arnaldo Jardim,PPS,SP,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg,dep.arnaldojardim@camara.leg.br,ARNALDO CALIL PEREIRA JARDIM,Superior,SP,M
245,164360,Carmen Zanotto,PPS,SC,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg,dep.carmenzanotto@camara.leg.br,CARMEN EMÍLIA BONFÁ ZANOTTO,Superior,SC,F
246,204355,Da Vitoria,PPS,ES,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg,dep.davitoria@camara.leg.br,JOSIAS MARIO DA VITORIA,Superior,ES,M
247,178916,Daniel Coelho,PPS,PE,https://www.camara.leg.br/internet/deputado/bandep/178916.jpg,dep.danielcoelho@camara.leg.br,DANIEL PIRES COELHO,Superior,PE,M
248,204377,Paula Belmonte,PPS,DF,https://www.camara.leg.br/internet/deputado/bandep/204377.jpg,dep.paulabelmonte@camara.leg.br,PAULA MORENO PARO BELMONTE,Superior,SP,F
249,73466,Rubens Bueno,PPS,PR,https://www.camara.leg.br/internet/deputado/bandep/73466.jpg,dep.rubensbueno@camara.leg.br,RUBENS BUENO,Superior,PR,M
250,204554,Abílio Santana,PR,BA,https://www.camara.leg.br/internet/deputado/bandep/204554.jpg,dep.abiliosantana@camara.leg.br,JOSE ABILIO SILVA DE SANTANA,Superior Incompleto,BA,M
251,141372,Aelton Freitas,PR,MG,https://www.camara.leg.br/internet/deputado/bandep/141372.jpg,dep.aeltonfreitas@camara.leg.br,AELTON JOSÉ DE FREITAS,Superior,MG,M
252,178937,Altineu Côrtes,PR,RJ,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br,ALTINEU CÔRTES FREITAS COUTINHO,Ensino Médio,RJ,M
253,74052,Bosco Costa,PR,SE,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,dep.boscocosta@camara.leg.br,JOÃO BOSCO DA COSTA,Superior Incompleto,SE,M
254,178829,Capitão Augusto,PR,SP,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,dep.capitaoaugusto@camara.leg.br,JOSE AUGUSTO ROSA,Mestrado,SP,M
255,178924,Capitão Fábio Abreu,PR,PI,https://www.camara.leg.br/internet/deputado/bandep/178924.jpg,dep.capitaofabioabreu@camara.leg.br,FABIO ABREU COSTA,Pós-Graduação,CE,M
256,178928,Christiane de Souza Yared,PR,PR,https://www.camara.leg.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br,CHRISTIANE DE SOUZA YARED,Ensino Médio,PR,F
257,135054,Cristiano Vale,PR,PA,https://www.camara.leg.br/internet/deputado/bandep/135054.jpg,dep.cristianovale@camara.leg.br,CRISTIANO DUTRA VALE,Secundário,MG,M
258,204481,Dr. Jaziel,PR,CE,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg,dep.dr.jaziel@camara.leg.br,JAZIEL PEREIRA DE SOUSA,Superior,CE,M
259,141417,Edio Lopes,PR,RR,https://www.camara.leg.br/internet/deputado/bandep/141417.jpg,dep.ediolopes@camara.leg.br,ÉDIO VIEIRA LOPES,Superior Incompleto,SP,M
260,204427,Fernando Rodolfo,PR,PE,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg,dep.fernandorodolfo@camara.leg.br,FERNANDO RODOLFO TENORIO DE VASCONCELOS,Superior,PE,M
261,115746,Gelson Azevedo,PR,RJ,https://www.camara.leg.br/internet/deputado/bandep/115746.jpg,dep.gelsonazevedo@camara.leg.br,GELSON DE AZEVEDO ALMEIDA,Ensino Médio Incompleto,RJ,M
262,74383,Giacobo,PR,PR,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg,dep.giacobo@camara.leg.br,FERNANDO LÚCIO GIACOBO,Superior,PR,M
263,160673,Giovani Cherini,PR,RS,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg,dep.giovanicherini@camara.leg.br,GIOVANI CHERINI,Pós-Graduação,RS,M
264,141458,João Carlos Bacelar,PR,BA,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg,dep.joaocarlosbacelar@camara.leg.br,JOÃO CARLOS PAOLILO BACELAR FILHO,Pós-Graduação,BA,M
265,141459,João Maia,PR,RN,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg,dep.joaomaia@camara.leg.br,JOÃO DA SILVA MAIA,Superior,PB,M
266,218245,Jorielson,PR,AP,https://www.camara.leg.br/internet/deputado/bandep/218245.jpg,dep.jorielson@camara.leg.br,JORIELSON BRITO NASCIMENTO,Superior,AP,M
267,74554,José Rocha,PR,BA,https://www.camara.leg.br/internet/deputado/bandep/74554.jpg,dep.joserocha@camara.leg.br,JOSÉ ALVES ROCHA,Pós-Graduação,BA,M
268,204563,Josimar Maranhãozinho,PR,MA,https://www.camara.leg.br/internet/deputado/bandep/204563.jpg,dep.josimarmaranhaozinho@camara.leg.br,JOSIMAR CUNHA RODRIGUES,Superior,CE,M
269,204574,Junior Lourenço,PR,MA,https://www.camara.leg.br/internet/deputado/bandep/204574.jpg,dep.juniorlourenco@camara.leg.br,JOSE LOURENÇO BOMFIM JUNIOR,Superior,MA,M
270,204550,Júnior Mano,PR,CE,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg,dep.juniormano@camara.leg.br,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,Superior,CE,M
271,141478,Laerte Bessa,PR,DF,https://www.camara.leg.br/internet/deputado/bandep/141478.jpg,dep.laertebessa@camara.leg.br,LAERTE RODRIGUES DE BESSA,Pós-Graduação,GO,M
