,uri,nome,idLegislaturaInicial,idLegislaturaFinal,nomeCivil,siglaSexo,urlRedeSocial,urlWebsite,dataNascimento,dataFalecimento,ufNascimento,municipioNascimento
6931,https://dadosabertos.camara.leg.br/api/v2/deputados/160584,CARLINHOS ALMEIDA,54,54,CARLOS JOSE DE ALMEIDA,M,[],[],1963-06-25,,MG,Santa Rita de Jacutinga
6932,https://dadosabertos.camara.leg.br/api/v2/deputados/160585,CARLAILE PEDROSA,54,54,CARLAILE JESUS PEDROSA,M,[],[],1950-10-03,,MG,Itatiaiuçu
6933,https://dadosabertos.camara.leg.br/api/v2/deputados/160586,WILLIAM DIB,54,54,WILLIAM DIB,M,[],[],1946-11-25,,SP,Garça
6934,https://dadosabertos.camara.leg.br/api/v2/deputados/160587,Fábio Trad,54,56,FÁBIO RICARDO TRAD,M,[],[],1969-08-18,,MS,Campo Grande
6935,https://dadosabertos.camara.leg.br/api/v2/deputados/160588,Diego Andrade,54,56,DIEGO LEONARDO DE ANDRADE CARVALHO,M,"['https://twitter.com/@diegoandrademg', ' https://www.facebook.com/diegoandrademg']",[],1977-08-08,,MG,Belo Horizonte
6936,https://dadosabertos.camara.leg.br/api/v2/deputados/160589,Bruna Furlan,54,56,BRUNA DIAS FURLAN,F,[],[],1983-04-28,,SP,Barueri
6937,https://dadosabertos.camara.leg.br/api/v2/deputados/160590,HÉLIO SANTOS,54,54,HÉLIO BATISTA DOS SANTOS,M,[],[],1963-12-01,,MG,Carlos Chagas
6938,https://dadosabertos.camara.leg.br/api/v2/deputados/160591,Vinicius Gurgel,54,56,VINICIUS DE AZEVEDO GURGEL,M,[],[],1978-07-31,,AP,Macapá
6939,https://dadosabertos.camara.leg.br/api/v2/deputados/160592,Zeca Dirceu,54,56,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,M,"['http://www.twitter.com/zeca_dirceu', ' http://www.flickr.com/zecadirceu', ' https://www.facebook.com/deputadofederalzecadirceu/', ' @zecadirceuoficial']",['www.zecadirceu.com.br'],1978-06-21,,PR,Umuarama
6941,https://dadosabertos.camara.leg.br/api/v2/deputados/160594,RONALDO ZULKE,54,54,RONALDO MIRO ZÜLKE,M,[],[],1954-10-16,,RS,São Leopoldo
6942,https://dadosabertos.camara.leg.br/api/v2/deputados/160595,VAZ DE LIMA,54,54,JOSÉ CARLOS VAZ DE LIMA,M,[],[],1952-11-29,,SP,Fernandópolis
6943,https://dadosabertos.camara.leg.br/api/v2/deputados/160596,HEULER CRUVINEL,54,55,HEULER ABREU CRUVINEL,M,[],[],1978-02-06,,GO,Rio Verde
6944,https://dadosabertos.camara.leg.br/api/v2/deputados/160597,ROMÁRIO,54,54,ROMARIO DE SOUZA FARIA,M,"['http://twitter.com/RomarioOnze', ' http://pt-br.facebook.com/romariodesouzafaria', ' http://twitter.com/RomarioOnze', ' http://pt-br.facebook.com/romariodesouzafaria']",[],1966-01-29,,RJ,Rio de Janeiro
6945,https://dadosabertos.camara.leg.br/api/v2/deputados/160598,Flávia Morais,54,56,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,F,[],[],1969-04-26,,MG,Belo Horizonte
6946,https://dadosabertos.camara.leg.br/api/v2/deputados/160599,Dimas Fabiano,54,56,DIMAS FABIANO TOLEDO JÚNIOR,M,[],[],1973-05-23,,RJ,Macaé
6947,https://dadosabertos.camara.leg.br/api/v2/deputados/160600,Arthur Oliveira Maia,54,56,ARTHUR DE OLIVEIRA MAIA DA SILVA,M,"['facebook.com/arthur.oliveiramaia', ' instagram.com/departhuroliveiramaia', ' twitter.com/DepArthurMaia']",[],1964-08-17,,BA,Salvador
6948,https://dadosabertos.camara.leg.br/api/v2/deputados/160601,Pr. Marco Feliciano,54,56,MARCO ANTÔNIO FELICIANO,M,[],[],1972-10-12,,SP,Orlândia
6949,https://dadosabertos.camara.leg.br/api/v2/deputados/160602,ARNALDO JORDY,54,55,ARNALDO JORDY FIGUEIREDO,M,[],[],1958-11-30,,PA,Belém
6950,https://dadosabertos.camara.leg.br/api/v2/deputados/160603,AMAURI TEIXEIRA,54,54,AMAURI SANTOS TEIXEIRA,M,[],[],1957-12-01,,BA,Jacobina
6951,https://dadosabertos.camara.leg.br/api/v2/deputados/160604,Pedro Uczai,54,56,PEDRO FRANCISCO UCZAI,M,[],[],1963-03-10,,SC,Descanso
6952,https://dadosabertos.camara.leg.br/api/v2/deputados/160605,CARLOS MAGNO,54,54,CARLOS MAGNO RAMOS,M,[],[],1958-06-16,,MG,Coromandel
6953,https://dadosabertos.camara.leg.br/api/v2/deputados/160606,DELEGADO PROTÓGENES,54,54,PROTÓGENES PINHEIRO DE QUEIROZ,M,"['http://www.twitter.com/protogenesq', ' http://www.facebook.com/protogenesq', ' http://www.youtube.com/user/depprotogenes', ' http://www.twitter.com/protogenesq', ' http://www.facebook.com/protogenesq', ' http://www.youtube.com/user/depprotogenes']","['http://protogenes.blog.uol.com.br/', ' http://protogenes.blog.uol.com.br/']",1959-05-20,,BA,Salvador
6954,https://dadosabertos.camara.leg.br/api/v2/deputados/160607,JOSE STÉDILE,54,55,JOSE LUIZ STÉDILE,M,[],[],1957-08-11,,RS,Nova Prata
6955,https://dadosabertos.camara.leg.br/api/v2/deputados/160608,TERESA SURITA,49,54,MARIA TERESA SAENZ SURITA JUCÁ,F,"['http://www.orkut.com.br/Main#Profile?uid=1308681264879379015', ' http://www.twitter.com/teresasurita', ' http://www.orkut.com.br/Main#Profile?uid=1308681264879379015', ' http://www.twitter.com/teresasurita']",[],1956-08-14,,SP,São Manuel
6956,https://dadosabertos.camara.leg.br/api/v2/deputados/160609,WALTER TOSTA,54,55,WALTER DA ROCHA TOSTA,M,"['http://www.facebook.com/home.php#!/profile.php?id=100001252616480', ' http://www.facebook.com/home.php#!/profile.php?id=100001252616480']",[],1958-10-20,,RJ,Rio de Janeiro
6957,https://dadosabertos.camara.leg.br/api/v2/deputados/160610,Valmir Assunção,54,56,VALMIR CARLOS DA ASSUNÇÃO,M,[],[],1964-12-17,,BA,Itamaraju
6958,https://dadosabertos.camara.leg.br/api/v2/deputados/160611,TONINHO PINHEIRO,54,55,ANTÔNIO PINHEIRO JÚNIOR,M,[],[],1960-04-23,,MG,Ibirité
6959,https://dadosabertos.camara.leg.br/api/v2/deputados/160612,SERGIO ZVEITER,54,55,SERGIO ZVEITER,M,"['twitter.com/zveitersergio', ' http://www.facebook.com/sergio.zveiter']",[],1956-05-18,,RJ,Niterói
6960,https://dadosabertos.camara.leg.br/api/v2/deputados/160613,SIBÁ MACHADO,54,55,SEBASTIÃO SIBÁ MACHADO OLIVEIRA,M,[],[],1958-01-24,,PI,União
6961,https://dadosabertos.camara.leg.br/api/v2/deputados/160614,ROSANE FERREIRA,54,54,CLEUSA ROSANE RIBAS FERREIRA,F,"['http://www.twitter.com/rosanedopv', ' http://www.facebook.com/pages/Rosane-Ferreira-Fanpage/254904331260199?ref=ts&amp;fref=ts', ' http://www.twitter.com/rosanedopv', ' http://www.facebook.com/pages/Rosane-Ferreira-Fanpage/254904331260199?ref=ts&amp;fref=ts']",[],1963-07-31,,PR,Clevelândia
6962,https://dadosabertos.camara.leg.br/api/v2/deputados/160615,REINALDO AZAMBUJA,54,54,REINALDO AZAMBUJA SILVA,M,[],[],1963-05-13,,MS,Campo Grande
6963,https://dadosabertos.camara.leg.br/api/v2/deputados/160616,EDIVALDO HOLANDA JUNIOR,54,54,EDIVALDO DE HOLANDA BRAGA JUNIOR,M,[],[],1978-07-01,,MA,São Luís
6964,https://dadosabertos.camara.leg.br/api/v2/deputados/160617,THIAGO PEIXOTO,54,55,THIAGO MELLO PEIXOTO DA SILVEIRA,M,[],[],1974-07-22,,DF,Brasília
6965,https://dadosabertos.camara.leg.br/api/v2/deputados/160618,EDSON PIMENTA,54,54,EDSON SAMPAIO PIMENTA,M,[],[],1963-12-11,,BA,Esplanada
6966,https://dadosabertos.camara.leg.br/api/v2/deputados/160619,José Nunes,54,56,JOSÉ NUNES SOARES,M,[],[],1950-12-18,,PE,Belém de São Francisco
6967,https://dadosabertos.camara.leg.br/api/v2/deputados/160620,WASHINGTON REIS,54,55,WASHINGTON REIS DE OLIVEIRA,M,[],[],1967-04-05,,RJ,Duque de Caxias
6968,https://dadosabertos.camara.leg.br/api/v2/deputados/160621,Sandro Alex,54,56,SANDRO ALEX CRUZ DE OLIVEIRA,M,[],[],1972-11-25,,PR,Ponta Grossa
6969,https://dadosabertos.camara.leg.br/api/v2/deputados/160622,VICENTE CANDIDO,54,55,VICENTE CÂNDIDO DA SILVA,M,"['https://twitter.com/vicente_candido', ' http://www.flickr.com/people/deputadovicentecandido/', ' https://www.facebook.com/deputadovicentecandido?fref=ts']",[],1959-11-17,,MG,Bom Jesus do Galho
6970,https://dadosabertos.camara.leg.br/api/v2/deputados/160623,RENAN FILHO,54,54,JOSÉ RENAN VASCONCELOS CALHEIROS FILHO,M,[],[],1979-10-08,,AL,Murici
6971,https://dadosabertos.camara.leg.br/api/v2/deputados/160624,CELIA ROCHA,54,54,CÉLIA MARIA BARBOSA ROCHA,F,[],[],1952-10-29,,AL,Arapiraca
6972,https://dadosabertos.camara.leg.br/api/v2/deputados/160625,ZOINHO,54,54,JORGE DE OLIVEIRA,M,[],[],1952-12-15,,RJ,Volta Redonda
6973,https://dadosabertos.camara.leg.br/api/v2/deputados/160626,ALMEIDA LIMA,54,54,JOSÉ ALMEIDA LIMA,M,[],[],1953-09-28,,SE,Santa Rosa de Lima
6974,https://dadosabertos.camara.leg.br/api/v2/deputados/160627,STEPAN NERCESSIAN,54,54,STEPAN NERCESSIAN,M,[],[],1953-12-02,,GO,Cristalina
6975,https://dadosabertos.camara.leg.br/api/v2/deputados/160628,LUCIANA SANTOS,54,55,LUCIANA BARBOSA DE OLIVEIRA SANTOS,F,[],[],1965-12-29,,PE,Recife
6976,https://dadosabertos.camara.leg.br/api/v2/deputados/160629,ROMERO RODRIGUES,54,54,ROMERO RODRIGUES VEIGA,M,[],[],1966-01-09,,PB,Campina Grande
6977,https://dadosabertos.camara.leg.br/api/v2/deputados/160630,SÁGUAS MORAES,54,55,SÁGUAS MORAES SOUSA,M,[],[],1963-04-11,,GO,Mineiros
6978,https://dadosabertos.camara.leg.br/api/v2/deputados/160631,WALNEY ROCHA,54,55,WALNEY DA ROCHA CARVALHO,M,[],[],1959-04-19,,RJ,Nova Iguaçu
6979,https://dadosabertos.camara.leg.br/api/v2/deputados/160632,Zé Silva,54,56,JOSÉ SILVA SOARES,M,[],[],1963-05-11,,MG,Iturama
6980,https://dadosabertos.camara.leg.br/api/v2/deputados/160633,MANDETTA,54,55,LUIZ HENRIQUE MANDETTA,M,[],[],1964-11-30,,MS,Campo Grande
6981,https://dadosabertos.camara.leg.br/api/v2/deputados/160634,CHICO DAS VERDURAS,54,54,FRANCISCO VIEIRA SAMPAIO,M,[],[],1950-05-18,,MA,Pio XII
6982,https://dadosabertos.camara.leg.br/api/v2/deputados/160635,Ruy Carneiro,54,56,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,"['ruycarneiropb', ' ruy.carneiro', ' ruycarneiropb']",[],1970-08-17,,PB,João Pessoa
6983,https://dadosabertos.camara.leg.br/api/v2/deputados/160636,WILSON FILHO,54,55,JOSÉ WILSON SANTIAGO FILHO,M,[],[],1989-08-10,,PB,João Pessoa
6984,https://dadosabertos.camara.leg.br/api/v2/deputados/160637,RONALDO FONSECA,54,55,RONALDO FONSECA DE SOUZA,M,[],[],1959-04-04,,RJ,Volta Redonda
6985,https://dadosabertos.camara.leg.br/api/v2/deputados/160638,ÂNGELO AGNOLIN,54,54,JOSELI ÂNGELO AGNOLIN,M,[],[],1954-09-18,,RS,Palmeira das Missões
6986,https://dadosabertos.camara.leg.br/api/v2/deputados/160639,Professora Dorinha Seabra Rezende,54,56,MARIA AUXILIADORA SEABRA REZENDE,F,"['Professora Dorinha', ' @profdorinha', ' @profdorinha']",['www.professoradorinha.com.br'],1964-10-01,,GO,Goiânia
6987,https://dadosabertos.camara.leg.br/api/v2/deputados/160640,Eros Biondini,54,56,EROS FERREIRA BIONDINI,M,"['http://twitter.com/erosbiondini', ' erosbiondini', ' http://www.youtube.com/erosbiondini', ' ErosBiondini']",['http://www.erosbiondini.com'],1971-05-20,,MG,Belo Horizonte
6988,https://dadosabertos.camara.leg.br/api/v2/deputados/160641,Professora Marcivania,54,56,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,F,"['profmarcivania', ' profmarcivania', ' profmarcivania']",[],1973-06-21,,AP,Macapá
6989,https://dadosabertos.camara.leg.br/api/v2/deputados/160642,Pastor Eurico,54,56,FRANCISCO EURICO DA SILVA,M,[],[],1962-09-12,,SP,Presidente Prudente
6990,https://dadosabertos.camara.leg.br/api/v2/deputados/160643,DR. JORGE SILVA,54,55,JORGE SILVA,M,[],[],1952-06-03,,ES,São Mateus
6991,https://dadosabertos.camara.leg.br/api/v2/deputados/160644,MIRIQUINHO BATISTA,54,54,ESMERINO NERI BATISTA FILHO,M,[],"['http://miriquinho.blogspot.com/', ' http://miriquinho.blogspot.com/']",1952-07-11,,PA,Abaetetuba
6992,https://dadosabertos.camara.leg.br/api/v2/deputados/160645,Luiz Carlos,54,56,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,M,[],[],1979-08-16,,AP,Amapá
6993,https://dadosabertos.camara.leg.br/api/v2/deputados/160646,DELEGADO FRANCISCHINI,54,55,FERNANDO DESTITO FRANCISCHINI,M,['http://www.twitter.com/francischini_'],[],1970-03-26,,PR,Londrina
6994,https://dadosabertos.camara.leg.br/api/v2/deputados/160647,EDUARDO AZEREDO,54,54,EDUARDO BRANDÃO DE AZEREDO,M,[],[],1948-09-09,,MG,Belo Horizonte
6996,https://dadosabertos.camara.leg.br/api/v2/deputados/160649,ESPERIDIÃO AMIN,46,55,ESPERIDIÃO AMIN HELOU FILHO,M,[],[],1947-12-21,,SC,Florianópolis
6997,https://dadosabertos.camara.leg.br/api/v2/deputados/160650,OZIEL OLIVEIRA,54,54,OZIEL ALVES DE OLIVEIRA,M,[],[],1965-03-23,,PR,
6998,https://dadosabertos.camara.leg.br/api/v2/deputados/160651,Rogério Peninha Mendonça,54,56,ROGÉRIO MENDONÇA,M,"['deputadopeninha', ' deputadopeninha', ' deputadopeninha', ' UCN8uAHCDLB75vkKQkcKfaPA']",[],1953-01-27,,SC,Nova Trento
6999,https://dadosabertos.camara.leg.br/api/v2/deputados/160652,ROBERTO TEIXEIRA,54,55,ROBERTO SÉRGIO RIBEIRO COUTINHO TEIXEIRA,M,[],[],1961-10-02,,PE,Recife
7000,https://dadosabertos.camara.leg.br/api/v2/deputados/160653,Roberto de Lucena,54,56,ROBERTO ALVES DE LUCENA,M,"['http://twitter.com/Dep_Lucena', ' http://www.facebook.com/dep.lucena']",[],1966-04-18,,SP,Santa Isabel
7001,https://dadosabertos.camara.leg.br/api/v2/deputados/160654,RENZO BRAZ,54,55,RENZO DO AMARAL BRAZ,M,[],['www.renzobraz.com.br'],1980-04-11,,MG,Muriaé
7002,https://dadosabertos.camara.leg.br/api/v2/deputados/160655,Ricardo Izar,54,56,RICARDO IZAR JUNIOR,M,"['https://www.instagram.com/deputadoricardoizar/', ' https://twitter.com/ricardoizar', ' https://www.youtube.com/user/ricardoizar', ' https://www.facebook.com/ricardoizaroficial/']",['www.ricardoizar.com.br'],1968-08-01,,SP,São Paulo
7003,https://dadosabertos.camara.leg.br/api/v2/deputados/160656,RAUL LIMA,54,54,RAUL DA SILVA LIMA SOBRINHO,M,[],[],1966-12-02,,RR,Boa Vista
7004,https://dadosabertos.camara.leg.br/api/v2/deputados/160657,NEWTON LIMA,54,54,NEWTON LIMA NETO,M,"['http://twitter.com/redenewton', ' http://twitter.com/profnewtonlima', ' www.flickr.com/redenewtonlima', ' www.facebook.com/redenewtonlima', ' www.youtube.com/redenewtonlima', ' http://twitter.com/redenewton', ' http://twitter.com/profnewtonlima', ' www.flickr.com/redenewtonlima', ' www.facebook.com/redenewtonlima', ' www.youtube.com/redenewtonlima']",[],1953-02-28,,SP,São Paulo
7005,https://dadosabertos.camara.leg.br/api/v2/deputados/160658,PAULO TADEU,54,54,PAULO TADEU VALE DA SILVA,M,[],[],1967-12-24,,DF,Sobradinho
7006,https://dadosabertos.camara.leg.br/api/v2/deputados/160659,KEIKO OTA,54,55,IOLANDA KEIKO MIASHIRO OTA,F,[],[],1956-09-28,,SP,Olímpia
7007,https://dadosabertos.camara.leg.br/api/v2/deputados/160660,MARCELO AGUIAR,54,55,MARCELO THEODORO DE AGUIAR,M,[],[],1973-09-16,,SP,São Paulo
7008,https://dadosabertos.camara.leg.br/api/v2/deputados/160661,JOSÉ AUGUSTO MAIA,54,54,JOSÉ AUGUSTO MAIA,M,[],[],1956-01-20,,PE,Santa Cruz do Capibaribe
7009,https://dadosabertos.camara.leg.br/api/v2/deputados/160662,LUIZ FERNANDO MACHADO,54,54,LUIZ FERNANDO ARANTES MACHADO,M,[],[],1977-10-08,,MG,Patos de Minas
7010,https://dadosabertos.camara.leg.br/api/v2/deputados/160663,LEOPOLDO MEYER,54,55,LEOPOLDO COSTA MEYER,M,[],[],1949-11-29,,PR,Londrina
7011,https://dadosabertos.camara.leg.br/api/v2/deputados/160664,CESAR COLNAGO,54,54,CÉSAR ROBERTO COLNAGHI,M,[],[],1958-07-22,,ES,Itarana
7012,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,Augusto Coutinho,54,56,AUGUSTO RODRIGUES COUTINHO DE MELO,M,"['dep_acoutinho', ' augusto.coutinho', ' @augustocoutinhope', ' featured']",['www.augustocoutinho.com.br'],1962-10-22,,PE,Recife
7013,https://dadosabertos.camara.leg.br/api/v2/deputados/160666,Félix Mendonça Júnior,54,56,FELIX DE ALMEIDA MENDONÇA JÚNIOR,M,[],[],1963-11-29,,BA,Itabuna
7014,https://dadosabertos.camara.leg.br/api/v2/deputados/160667,Guilherme Mussi,54,56,GUILHERME MUSSI FERREIRA,M,[],[],1982-10-14,,PR,Curitiba
7015,https://dadosabertos.camara.leg.br/api/v2/deputados/160668,PAULO CESAR QUARTIERO,54,54,PAULO CESAR JUSTO QUARTIERO,M,[],[],1952-07-16,,RS,Torres
7016,https://dadosabertos.camara.leg.br/api/v2/deputados/160669,Genecias Noronha,54,56,GENECIAS MATEUS NORONHA,M,[],[],1963-03-13,,CE,Fortaleza
7017,https://dadosabertos.camara.leg.br/api/v2/deputados/160670,PADRE TON,54,54,MÁRITON BENEDITO DE HOLANDA,M,[],[],1968-11-04,,PI,Oeiras
7018,https://dadosabertos.camara.leg.br/api/v2/deputados/160671,JESUS RODRIGUES,54,54,JESUS RODRIGUES ALVES,M,[],[],1959-04-09,,RJ,Rio de Janeiro
7019,https://dadosabertos.camara.leg.br/api/v2/deputados/160672,Jean Wyllys,54,56,JEAN WYLLYS DE MATOS SANTOS,M,[],[],1974-03-10,,BA,Alagoinhas
7020,https://dadosabertos.camara.leg.br/api/v2/deputados/160673,Giovani Cherini,54,56,GIOVANI CHERINI,M,[],[],1960-06-23,,RS,Soledade
7021,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,Hugo Motta,54,56,HUGO MOTTA WANDERLEY DA NÓBREGA,M,[],[],1989-09-11,,PB,João Pessoa
7022,https://dadosabertos.camara.leg.br/api/v2/deputados/160675,JÂNIO NATAL,54,54,JÂNIO NATAL ANDRADE BORGES,M,[],[],1953-12-25,,BA,Salvador
7023,https://dadosabertos.camara.leg.br/api/v2/deputados/160676,FERNANDO TORRES,54,55,FERNANDO DANTAS TORRES,M,[],[],1968-12-28,,BA,Feira de Santana
7024,https://dadosabertos.camara.leg.br/api/v2/deputados/160677,FRANCISCO FLORIANO,54,55,FRANCISCO FLORIANO DE SOUSA SILVA,M,"['https://www.facebook.com/DepFranciscoFloriano', ' https://www.instagram.com/FranciscoFloriano']",['http://www.franciscoflorianorj.com.br'],1959-09-21,,RJ,Rio de Janeiro
7025,https://dadosabertos.camara.leg.br/api/v2/deputados/160678,ARTUR BRUNO,54,54,ARTUR JOSÉ VIEIRA BRUNO,M,[],[],1959-08-04,,CE,Fortaleza
7026,https://dadosabertos.camara.leg.br/api/v2/deputados/160679,TAUMATURGO LIMA,54,54,TAUMATURGO LIMA CORDEIRO,M,[],[],1957-07-11,,AC,Cruzeiro do Sul
7027,https://dadosabertos.camara.leg.br/api/v2/deputados/160680,AUDIFAX,54,54,AUDIFAX CHARLES PIMENTEL BARCELOS,M,[],[],1964-05-09,,ES,Vitória
7028,https://dadosabertos.camara.leg.br/api/v2/deputados/160758,Domingos Sávio,54,56,DOMINGOS SÁVIO CAMPOS RESENDE,M,[],[],1957-03-25,,MG,São Tiago
7029,https://dadosabertos.camara.leg.br/api/v2/deputados/160974,HUGO NAPOLEÃO,45,54,HUGO NAPOLEÃO DO REGO NETO,M,[],[],1943-10-31,,,
7030,https://dadosabertos.camara.leg.br/api/v2/deputados/160976,Tiririca,54,56,FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,M,[],[],1965-05-01,,CE,Itapipoca
7031,https://dadosabertos.camara.leg.br/api/v2/deputados/161550,Emidinho Madeira,56,56,EMIDIO ALVES MADEIRA JUNIOR,M,"['emidinhomadeira', ' emidinhomadeira']",[],1967-03-10,,MG,Nova Resende
7032,https://dadosabertos.camara.leg.br/api/v2/deputados/161903,ROBERTO DORNER,54,54,ROBERTO DORNER,M,[],[],1948-04-06,,SC,Bom Retiro
7033,https://dadosabertos.camara.leg.br/api/v2/deputados/161904,DUDIMAR PAXIUBA,54,54,JOÃO DUDIMAR DE AZEVEDO PAXIÚBA,M,[],[],1956-03-07,,PA,Itaituba
7034,https://dadosabertos.camara.leg.br/api/v2/deputados/161905,ANDRÉ DIAS,54,54,ANDRÉ TEIXEIRA DIAS,M,[],[],1960-12-12,,PA,Belém
7035,https://dadosabertos.camara.leg.br/api/v2/deputados/161906,LUIZ OTAVIO,54,54,LUIZ OTAVIO OLIVEIRA CAMPOS,M,[],[],1954-05-27,,PA,Belém
7036,https://dadosabertos.camara.leg.br/api/v2/deputados/161907,ACELINO POPÓ,54,54,ACELINO FREITAS,M,"['http://www.twitter.com/popofreitas', ' http://facebook.com/deputadopopo', ' http://www.instagram.com/popofreitas', ' http://www.twitter.com/popofreitas', ' http://facebook.com/deputadopopo', ' http://www.instagram.com/popofreitas']","['http://www.popo.com.br', ' http://www.popo.com.br']",1975-09-21,,BA,Salvador
7037,https://dadosabertos.camara.leg.br/api/v2/deputados/161962,LUIZ NOÉ,54,54,LUIZ NOÉ SOUZA SOARES,M,[],[],1975-09-14,,RS,Cruz Alta
7038,https://dadosabertos.camara.leg.br/api/v2/deputados/162174,POLICARPO,54,55,ROBERTO POLICARPO FAGUNDES,M,"['http://www.orkut.com/policarpo13', ' http://twitter.com/#!/Policarpo_PTDF', ' http://www.facebook.com/Policarpo1322', ' http://www.orkut.com/policarpo13', ' http://twitter.com/#!/Policarpo_PTDF', ' http://www.facebook.com/Policarpo1322']","['http://www.blogdopolicarpo.com.br/', ' http://www.blogdopolicarpo.com.br/']",1967-02-22,,PB,Passagem
7039,https://dadosabertos.camara.leg.br/api/v2/deputados/162175,ELIANE ROLIM,54,54,ELIANE PONTES ROLIM,F,[],[],1964-02-10,,RJ,Rio de Janeiro
7040,https://dadosabertos.camara.leg.br/api/v2/deputados/162332,Luiz Nishimori,54,56,LUIZ HILOSHI NISHIMORI,M,[],[],1949-04-09,,PR,Marialva
7041,https://dadosabertos.camara.leg.br/api/v2/deputados/162490,VALDIVINO DE OLIVEIRA,54,54,VALDIVINO JOSE DE OLIVEIRA,M,[],[],1952-01-11,,GO,Ipameri
7042,https://dadosabertos.camara.leg.br/api/v2/deputados/163321,RONALDO NOGUEIRA,54,55,RONALDO NOGUEIRA DE OLIVEIRA,M,[],[],1966-04-25,,RS,Carazinho
7043,https://dadosabertos.camara.leg.br/api/v2/deputados/163322,VILALBA,54,54,ZACARIAS VILHARBA,M,[],[],1961-12-16,,GO,Santa Isabel
7044,https://dadosabertos.camara.leg.br/api/v2/deputados/163831,FERNANDO JORDÃO,54,55,FERNANDO ANTÔNIO CECILIANO JORDÃO,M,[],[],1952-06-23,,RJ,Rio de Janeiro
7045,https://dadosabertos.camara.leg.br/api/v2/deputados/164359,Delegado Waldir,54,56,WALDIR SOARES DE OLIVEIRA,M,[],[],1962-11-28,,PR,Jacarezinho
7046,https://dadosabertos.camara.leg.br/api/v2/deputados/164360,Carmen Zanotto,54,56,CARMEN EMÍLIA BONFÁ ZANOTTO,F,"['carmenzanotto_deputada', ' @deputadacarmenzanotto', ' UCzAS0CBecoZd41tyCclv19A?view_as=subscriber', ' .carmen_zanotto']",[],1962-10-06,,SC,Lages
7047,https://dadosabertos.camara.leg.br/api/v2/deputados/164361,MARINA SANTANNA,54,54,MARINA PIGNATARO SANT'ANNA,F,[],[],1958-10-14,,SP,São Paulo
7048,https://dadosabertos.camara.leg.br/api/v2/deputados/165429,GEAN LOUREIRO,54,54,GEAN MARQUES LOUREIRO,M,[],[],1972-10-09,,SC,Florianópolis
7049,https://dadosabertos.camara.leg.br/api/v2/deputados/165583,CARLOS ROBERTO,54,54,CARLOS ROBERTO DE CAMPOS,M,[],[],1955-12-25,,SP,Guarulhos
7050,https://dadosabertos.camara.leg.br/api/v2/deputados/165675,FRANCISCO ARAÚJO,54,54,FRANCISCO EVANGELISTA DOS SANTOS DE ARAUJO,M,[],[],1968-04-03,,MA,Dom Pedro
7051,https://dadosabertos.camara.leg.br/api/v2/deputados/166401,NILSON LEITÃO,54,55,NILSON APARECIDO LEITÃO,M,[],[],1969-02-25,,MS,Cassilândia
7052,https://dadosabertos.camara.leg.br/api/v2/deputados/166402,Magda Mofatto,54,56,MAGDA MOFATTO HON,F,[],[],1948-10-26,,SP,Limeira
7053,https://dadosabertos.camara.leg.br/api/v2/deputados/166727,DRA. ELAINE ABISSAMRA,54,54,ELAINE APARECIDA BELLONI ABISSAMRA,F,[],[],1956-01-08,,SP,São Caetano do Sul
7054,https://dadosabertos.camara.leg.br/api/v2/deputados/167493,WEVERTON ROCHA,54,55,WEVERTON ROCHA MARQUES DE SOUSA,M,[],[],1979-10-08,,MA,Imperatriz
7055,https://dadosabertos.camara.leg.br/api/v2/deputados/167614,SEVERINO NINHO,54,56,SEVERINO DE SOUZA SILVA,M,[],[],1952-03-14,,PE,Igarassu
7056,https://dadosabertos.camara.leg.br/api/v2/deputados/167617,VANDERLEI SIRAQUE,54,54,VANDERLEI SIRAQUE,M,[],[],1960-02-15,,SP,Santa Cruz do Rio Pardo
7057,https://dadosabertos.camara.leg.br/api/v2/deputados/167707,ROMANNA REMOR,54,54,ROMANNA GIULIA CECCON LEANDRO REMOR MARCELINO,F,[],[],1975-02-18,,SC,Criciúma
7058,https://dadosabertos.camara.leg.br/api/v2/deputados/167722,MARCOS ROGÉRIO,54,55,MARCOS ROGÉRIO DA SILVA BRITO,M,['https://pt-br.facebook.com/depmarcosrogerio'],[],1978-07-07,,RO,Ji-Paraná
7059,https://dadosabertos.camara.leg.br/api/v2/deputados/168034,CABO JULIANO RABELO,54,54,JULIANO DE SOUZA RABELO,M,[],[],1971-01-13,,GO,Itumbiara
7060,https://dadosabertos.camara.leg.br/api/v2/deputados/168175,Simplício Araújo,54,56,JOSE SIMPLICIO ALVES DE ARAUJO,M,"['http://www.twitter.com/simplicioaraujo', ' http://www.facebook.com/simplicioaraujo', ' http://www.twitter.com/simplicioaraujo', ' http://www.facebook.com/simplicioaraujo']",[],1969-04-18,,MA,Bacabal
7061,https://dadosabertos.camara.leg.br/api/v2/deputados/168253,ZE CARLOS DA PESCA,54,54,JOSE CARLOS DE JESUS RODRIGUES,M,[],[],1950-02-08,,BA,Saubara
